SRR33750959.1103__1.1088	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750959.6306397__1.6222633	UniClust90_AGBJGNAA01018|1__7|SGB74789
SRR33750959.6307072__1.6223299	UniClust90_FNPCGKEP01516|1__6|SGB84078
SRR33750959.6306962__1.6223189	UniClust90_DJBDGBNB02806|1__5|SGB89725
SRR33750959.6308641__1.6224844	UniClust90_EJAHAFID04665|1__8|SGB130007
SRR33750959.6309535__1.6225727	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750959.6310081__1.6226266	UniClust90_FNPCGKEP01980|1__8|SGB84078
SRR33750959.6310100__1.6226284	UniClust90_FNPCGKEP01980|1__8|SGB84078
SRR33750959.6311221__1.6227391	UniClust90_EDNFDLAG00534|1__5|SGB84078
SRR33750959.6311090__1.6227262	UniClust90_MEABCEIN01012|1__7|SGB84078
SRR33750959.6311139__1.6227310	UniRef90_UPI00083673A0|1__11|SGB32553
SRR33750959.6313304__1.6229446	UniClust90_CMHDMJOM00891|1__9|SGB56640
SRR33750959.6313628__1.6229769	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750959.6313656__1.6229797	UniClust90_OELLCOID02970|1__10|SGB128218
SRR33750959.6315384__1.6231505	UniClust90_PLNJEBMN01172|3__8|SGB133091
SRR33750959.6314741__1.6230871	UniClust90_JBMBCDML00477|1__5|SGB89725
SRR33750959.6316934__1.6233027	UniClust90_JKONEDMA00207|1__6|SGB130007
SRR33750959.6317722__1.6233805	UniClust90_JKONEDMA00794|1__6|SGB130007
SRR33750959.6318949__1.6235018	UniClust90_OFJJKHAK01111|1__6|SGB84078
SRR33750959.6319276__1.6235344	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750959.6320612__1.6236663	UniClust90_IMMCPGKG00678|1__10|SGB128778
SRR33750959.6321627__1.6237669	UniClust90_ALPEOPJM00582|1__11|SGB84331
SRR33750959.6322248__1.6238286	UniClust90_IAFJOFII01298|1__14|SGB134112
SRR33750959.6323312__1.6239340	UniClust90_FNPCGKEP04821|1__8|SGB84078
SRR33750959.6323134__1.6239163	UniClust90_IBMDDACE00705|1__9|SGB128778
SRR33750959.6325615__1.6241616	UniClust90_KIMNEABG02651|1__6|SGB131913
SRR33750959.6326092__1.6242089	UniClust90_OPFCPGGL00889|1__7|SGB89423
SRR33750959.6326607__1.6242595	UniClust90_PPJAIDOO02803|1__4|SGB84075
SRR33750959.6329279__1.6245232	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750959.6329280__1.6245233	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750959.6329868__1.6245817	UniClust90_DAODNPOA01615|11__19|SGB89725
SRR33750959.6330942__1.6246872	UniClust90_DCJCBMEC01639|2__7|SGB122526
SRR33750959.6331432__1.6247359	UniClust90_AOMEFECO00927|11__17|SGB133090
SRR33750959.6331563__1.6247490	UniClust90_HDDMLDIO00843|1__6|SGB74789
SRR33750959.6333490__1.6249389	UniClust90_BGDHDLNA06425|1__6|SGB84075
SRR33750959.6335087__1.6250965	UniClust90_ODMNLHMF00633|1__7|SGB125628
SRR33750959.6335331__1.6251206	UniClust90_HGJNCPHJ03596|1__19|SGB125949
SRR33750959.6336523__1.6252386	UniClust90_HOILOAEI00845|1__8|SGB132245
SRR33750959.6336661__1.6252522	UniClust90_CEIBDEKO02164|3__13|SGB133121
SRR33750959.6336803__1.6252663	UniClust90_FPGDCGCP01935|1__4|SGB89423
SRR33750959.6337052__1.6252910	UniClust90_CEIBDEKO02164|3__13|SGB133121
SRR33750959.6339263__1.6255091	UniClust90_BKEMCFBC00868|1__7|SGB131913
SRR33750959.6339245__1.6255073	UniClust90_IMMCPGKG02503|1__9|SGB128778
SRR33750959.6340072__1.6255893	UniClust90_CFIKCEGJ00524|1__17|SGB131808
SRR33750959.6340529__1.6256346	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750959.6341008__1.6256816	UniClust90_JGLNKPCH05419|1__10|SGB130022
SRR33750959.6341663__1.6257467	UniClust90_LKOBOOFG02666|1__17|SGB109932
SRR33750959.6342200__1.6257997	UniRef90_A0A2V5KV01|1__3|SGB52720
SRR33750959.6343739__1.6259516	UniRef90_A0A2V6H882|1__7|SGB52717
SRR33750959.6343985__1.6259762	UniClust90_DBBCBONN00498|1__22|SGB126432
SRR33750959.6346503__1.6262244	UniClust90_KIMNEABG02323|1__8|SGB131913
SRR33750959.6347059__1.6262790	UniClust90_AICCGNAA01637|4__17|SGB129206
SRR33750959.6348385__1.6264099	UniRef90_A0A2V6UYE4|1__5|SGB131913
SRR33750959.6349838__1.6265537	UniClust90_OOJDGJFL02098|1__5|SGB74789
SRR33750959.6350270__1.6265965	UniClust90_PIHLJOEE02765|1__6|SGB84075
SRR33750959.6351210__1.6266895	UniClust90_CBDIOHJF04268|1__4|SGB89725
SRR33750959.6353164__1.6268820	UniClust90_HGAMACDH00292|1__7|SGB128778
SRR33750959.6354091__1.6269736	UniClust90_MEABCEIN01334|1__6|SGB84078
SRR33750959.6355125__1.6270752	UniClust90_EDNFDLAG00534|1__5|SGB84078
SRR33750959.6356438__1.6272048	UniClust90_CHLBPEBB02614|1__7|SGB89725
SRR33750959.6356501__1.6272111	UniClust90_KIHGAKFE01456|1__7|SGB128778
SRR33750959.6357162__1.6272769	UniClust90_PPJAIDOO03625|1__6|SGB84075
SRR33750959.6358299__1.6273883	UniClust90_BGMDAEJF00577|1__6|SGB122526
SRR33750959.6358607__1.6274184	UniClust90_ABOOFKJJ00662|1__17|SGB127159
SRR33750959.6358800__1.6274372	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750959.6359112__1.6274676	UniClust90_FNPCGKEP00624|1__10|SGB84078
SRR33750959.6359312__1.6274874	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750959.6359552__1.6275110	UniClust90_IDPAEINK02536|1__3|SGB89725
SRR33750959.6359784__1.6275339	UniRef90_UPI001038B4F5|1__5|SGB34619
SRR33750959.6362295__1.6277821	UniClust90_BOKHIPMC03200|1__15|SGB130007
SRR33750959.6363390__1.6278901	UniClust90_LJENMOIC00645|1__10|SGB73645
SRR33750959.6363134__1.6278649	UniClust90_PLNJEBMN00829|1__6|SGB133091
SRR33750959.6365480__1.6280968	UniClust90_CBEOFBIN01212|1__14|SGB55930
SRR33750959.6365483__1.6280971	UniClust90_CKLAELPF01110|1__5|SGB128178
SRR33750959.6366265__1.6281747	UniClust90_EDNFDLAG00889|1__6|SGB84078
SRR33750959.6366372__1.6281854	UniRef90_A0A0R3KMM6|1__14|SGB11346
SRR33750959.6367724__1.6283195	UniRef90_A0A2V5QNZ4|2__7|SGB52729
SRR33750959.6368214__1.6283677	UniClust90_JHNMEHIJ02718|1__7|SGB56640
SRR33750959.6369365__1.6284815	UniClust90_ELKMOIOH01674|1__6|SGB122683
SRR33750959.6370911__1.6286342	UniClust90_OOJDGJFL00994|1__11|SGB74789
SRR33750959.6372335__1.6287748	UniRef90_A0A2V5KAN8|1__6|SGB52730
SRR33750959.6374034__1.6289427	UniRef90_UPI00103BCB2A|1__5|SGB34619
SRR33750959.6374504__1.6289890	UniClust90_AIFDENHO01806|10__13|SGB89410
SRR33750959.6375850__1.6291214	UniClust90_DCLMLFKJ01432|1__13|SGB94420
SRR33750959.6377233__1.6292581	UniClust90_DPLIHBNC00783|1__5|SGB89725
SRR33750959.6377533__1.6292879	UniClust90_HNBLJKFC01245|1__8|SGB128778
SRR33750959.6379622__1.6294949	UniClust90_NNOGEMDJ02285|1__10|SGB128987
SRR33750959.6379873__1.6295199	UniClust90_JMFJJCJA04939|1__9|SGB130007
SRR33750959.6381239__1.6296548	UniClust90_PDOJNOAO02386|1__7|SGB56104
SRR33750959.6381255__1.6296564	UniRef90_A0A1X2A4L0|1__12|SGB15595
SRR33750959.6381184__1.6296494	UniClust90_PKNCJFOJ04636|1__9|SGB56640
SRR33750959.6382346__1.6297646	UniClust90_DPJLILCC00219|1__5|SGB89725
SRR33750959.6382564__1.6297858	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750959.6383521__1.6298803	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750959.6384107__1.6299383	UniClust90_PLNJEBMN00829|1__6|SGB133091
SRR33750959.6385590__1.6300851	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750959.6385553__1.6300814	UniClust90_ENBABIAF01560|6__12|SGB128778
SRR33750959.6385870__1.6301128	UniClust90_BGDHDLNA01758|1__9|SGB84075
SRR33750959.6386642__1.6301894	UniClust90_FECOCFCC03111|1__10|SGB128987
SRR33750959.6387047__1.6302295	UniClust90_DPLIHBNC00975|1__15|SGB89725
SRR33750959.6387896__1.6303135	UniClust90_LLIEHLNH01857|1__8|SGB130007
SRR33750959.6388326__1.6303563	UniClust90_HNBLJKFC02489|1__8|SGB128778
SRR33750959.6388790__1.6304022	UniRef90_UPI00047FE665|1__11|SGB31990
SRR33750959.6389330__1.6304554	UniClust90_GFHGLNMO00861|1__5|SGB133091
SRR33750959.6391333__1.6306541	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750959.6391730__1.6306935	UniClust90_LLIEHLNH03104|1__5|SGB130007
SRR33750959.6392561__1.6307758	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750959.6393561__1.6308744	UniRef90_UPI0004104CEE|1__9|SGB31987
SRR33750959.6393985__1.6309163	UniClust90_EJAHAFID01978|1__10|SGB130007
SRR33750959.6396220__1.6311379	UniClust90_IMMCPGKG01581|1__8|SGB128778
SRR33750959.6396856__1.6312011	UniClust90_LEJLODHJ01330|2__5|SGB89423
SRR33750959.6398756__1.6313892	UniClust90_CMHDMJOM02010|1__6|SGB56640
SRR33750959.6399830__1.6314957	UniClust90_EDBNNBOB01006|1__3|SGB56640
SRR33750959.6400191__1.6315312	UniClust90_OALLKAFI03596|1__7|SGB84078
SRR33750959.6400275__1.6315396	UniClust90_NHHHKJJE02678|1__9|SGB125949
SRR33750959.6401149__1.6316264	UniClust90_DPLIHBNC00783|7__12|SGB89725
SRR33750959.6400822__1.6315938	UniClust90_KPGCMLFP01008|1__6|SGB89408
SRR33750959.6401101__1.6316217	UniClust90_PIHLJOEE04833|1__17|SGB84075
SRR33750959.6403640__1.6318718	UniClust90_HGJNCPHJ01100|1__9|SGB125949
SRR33750959.6404601__1.6319671	UniClust90_FNPCGKEP00825|1__3|SGB84078
SRR33750959.6404795__1.6319864	UniClust90_EJAHAFID03446|1__5|SGB130007
SRR33750959.6405816__1.6320872	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750959.6406397__1.6321449	UniClust90_IDPAEINK00125|1__7|SGB89725
SRR33750959.6406550__1.6321600	UniClust90_NHHHKJJE02677|1__11|SGB125949
SRR33750959.6407975__1.6323006	UniClust90_EMAEKJAG02289|1__13|SGB128987
SRR33750959.6408069__1.6323100	UniClust90_DLOKBJPP00273|1__7|SGB131913
SRR33750959.6408335__1.6323363	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750959.6408420__1.6323448	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750959.6409052__1.6324078	UniClust90_CJJELLGD00561|1__9|SGB84331
SRR33750959.6409989__1.6325004	UniClust90_GEHFPKBH00122|1__8|SGB84075
SRR33750959.6409657__1.6324675	UniClust90_MKPDLIIB00447|1__7|SGB131913
SRR33750959.6410331__1.6325342	UniRef90_UPI00040BAB54|1__20|SGB33790
SRR33750959.6411470__1.6326468	UniClust90_PIHLJOEE01053|1__5|SGB84075
SRR33750959.6411562__1.6326559	UniRef90_UPI0009DCC71B|1__18|SGB31998
SRR33750959.6412155__1.6327149	UniClust90_GHPEAIPC00491|1__8|SGB130183
SRR33750959.6413654__1.6328632	UniRef90_A0A246TU15|1__22|SGB11141
SRR33750959.6413745__1.6328720	UniClust90_PICJGFGP02237|1__6|SGB89423
SRR33750959.6413695__1.6328671	UniClust90_PICJGFGP02237|1__6|SGB89423
SRR33750959.6415558__1.6330518	UniClust90_ONEJNDKA01716|1__3|SGB89423
SRR33750959.6416519__1.6331470	UniClust90_GICLLIGG02037|1__10|SGB130045
SRR33750959.6417021__1.6331963	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750959.6417747__1.6332686	UniClust90_DAODNPOA00396|1__4|SGB89725
SRR33750959.6417839__1.6332777	UniClust90_DAODNPOA00396|1__4|SGB89725
SRR33750959.6418228__1.6333158	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750959.6418232__1.6333161	UniClust90_LJMOGHMP00132|1__9|SGB128778
SRR33750959.6418233__1.6333162	UniClust90_LJMOGHMP00132|1__9|SGB128778
SRR33750959.6418317__1.6333245	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750959.6419517__1.6334435	UniClust90_EHIAFBHG00355|1__8|SGB128778
SRR33750959.6419959__1.6334876	UniRef90_A0A2V6HFT2|1__12|SGB125634
SRR33750959.6421763__1.6336660	UniRef90_A0A357CJ98|5__8|SGB89423
SRR33750959.6422041__1.6336937	UniClust90_DMCDKPDB00558|1__4|SGB89423
SRR33750959.6423525__1.6338399	UniClust90_KIKAPEFO01734|1__3|SGB74789
SRR33750959.6423600__1.6338474	UniClust90_HGJNCPHJ04065|1__12|SGB125949
SRR33750959.6424151__1.6339018	UniClust90_CKOCNOFC00036|1__3|SGB89423
SRR33750959.6424856__1.6339717	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750959.6425096__1.6339952	UniClust90_DCJCBMEC02753|4__11|SGB122526
SRR33750959.6425714__1.6340564	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750959.6425829__1.6340677	UniRef90_A0A2V6DDY7|3__12|SGB22169
SRR33750959.6425920__1.6340768	UniClust90_GEHFPKBH00332|1__6|SGB84075
SRR33750959.6426389__1.6341231	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750959.6426641__1.6341480	UniClust90_BOKHIPMC02522|6__11|SGB130007
SRR33750959.6429271__1.6344083	UniClust90_EJFOFLBH00165|1__5|SGB133091
SRR33750959.6430291__1.6345093	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750959.6430336__1.6345137	UniClust90_EOFGAKMC00614|1__5|SGB84075
SRR33750959.6432374__1.6347156	UniClust90_JMFJJCJA05802|1__6|SGB130007
SRR33750959.6433055__1.6347833	UniClust90_OPLEJCPF06182|1__21|SGB125949
SRR33750959.6433405__1.6348177	UniClust90_DANEOINA03004|1__12|SGB128178
SRR33750959.6433688__1.6348460	UniClust90_JBMBCDML01525|2__15|SGB89725
SRR33750959.6433689__1.6348461	UniClust90_ICLCAGBO00464|1__8|SGB131913
SRR33750959.6434227__1.6348992	UniClust90_JMFJJCJA05802|1__6|SGB130007
SRR33750959.6434419__1.6349184	UniClust90_BOKHIPMC02014|1__6|SGB130007
SRR33750959.6433770__1.6348539	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750959.6435017__1.6349774	UniRef90_A0A0R3N707|1__10|SGB11343
SRR33750959.6437515__1.6352248	UniClust90_JAIHKEGN01709|1__6|SGB74789
SRR33750959.6437765__1.6352491	UniClust90_FNPCGKEP04477|1__8|SGB84078
SRR33750959.6438122__1.6352845	UniClust90_IOFPBIHC02624|1__8|SGB130007
SRR33750959.6438861__1.6353578	UniClust90_BDNGBGFH01106|8__14|SGB125634
SRR33750959.6439895__1.6354605	UniRef90_A0A1S5Y239|1__9|SGB125949
SRR33750959.6440359__1.6355065	UniClust90_AHBBACPJ00966|1__6|SGB122683
SRR33750959.6443241__1.6357923	UniClust90_EDBNNBOB01006|1__3|SGB56640
SRR33750959.6443243__1.6357925	UniClust90_EDDDEINJ00436|1__6|SGB89423
SRR33750959.6443656__1.6358337	UniRef90_A0A2V6JU71|1__12|SGB52719
SRR33750959.6444558__1.6359237	UniClust90_OPLEJCPF01504|1__12|SGB125949
SRR33750959.6444339__1.6359018	UniClust90_JMFJJCJA04673|1__5|SGB130007
SRR33750959.6444878__1.6359552	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750959.6445687__1.6360355	UniClust90_HMPPKHGP01444|1__8|SGB133091
SRR33750959.6446158__1.6360821	UniClust90_BGMDAEJF03179|1__4|SGB122526
SRR33750959.6446485__1.6361144	UniClust90_CLKOHAKG00192|1__4|SGB74789
SRR33750959.6447676__1.6362324	UniClust90_GNADLFLM04465|1__19|SGB126432
SRR33750959.6449542__1.6364166	UniRef90_UPI0004064A83|1__14|SGB31952
SRR33750959.6449875__1.6364497	UniClust90_DIBNKECP03080|3__8|SGB17587
SRR33750959.6450616__1.6365228	UniClust90_EJAHAFID03446|1__5|SGB130007
SRR33750959.6450574__1.6365187	UniClust90_PNKLICIC02046|1__5|SGB56638
SRR33750959.6451895__1.6366493	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750959.6451946__1.6366544	UniClust90_EAKADGJF05266|1__5|SGB131926
SRR33750959.6452168__1.6366763	UniClust90_CMHDMJOM01131|4__9|SGB56640
SRR33750959.6452864__1.6367450	UniClust90_NOMIGGEC00722|1__16|SGB125949
SRR33750959.6454802__1.6369365	UniClust90_IDPAEINK00126|1__8|SGB89725
SRR33750959.6455206__1.6369766	UniClust90_GHPINBAM01215|1__12|SGB84331
SRR33750959.6457093__1.6371637	UniClust90_HGAMACDH01580|6__13|SGB128778
SRR33750959.6457723__1.6372264	UniClust90_OMNHEBHI02898|1__5|SGB89409
SRR33750959.6457830__1.6372371	UniClust90_CLKOHAKG00773|1__7|SGB74789
SRR33750959.6458313__1.6372851	UniClust90_OMNHEBHI02898|1__5|SGB89409
SRR33750959.6458284__1.6372822	UniClust90_OMNHEBHI02898|1__5|SGB89409
SRR33750959.6458289__1.6372827	UniClust90_OMNHEBHI02898|1__5|SGB89409
SRR33750959.6458439__1.6372975	UniClust90_DPLIHBNC01349|1__19|SGB89725
SRR33750959.6458508__1.6373043	UniClust90_DPLIHBNC01349|1__19|SGB89725
SRR33750959.6458459__1.6372995	UniRef90_A0A2V5KYV3|1__7|SGB52720
SRR33750959.6460263__1.6374781	UniClust90_DCJCBMEC02059|5__9|SGB122526
SRR33750959.6460388__1.6374905	UniClust90_OPLEJCPF04736|1__13|SGB125949
SRR33750959.6463512__1.6377986	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750959.6463914__1.6378380	UniRef90_A0A2V5ZC40|1__6|SGB52714
SRR33750959.6463991__1.6378457	UniClust90_PLNJEBMN01767|3__6|SGB133091
SRR33750959.6464002__1.6378468	UniClust90_GBHLOFGN01973|1__17|SGB122666
SRR33750959.6464032__1.6378498	UniClust90_PLNJEBMN00600|1__5|SGB133091
SRR33750959.6465226__1.6379675	UniClust90_MDILPPEF00160|1__5|SGB89423
SRR33750959.6465416__1.6379865	UniClust90_EDBNNBOB01664|1__6|SGB56640
SRR33750959.6466275__1.6380703	UniClust90_DPLIHBNC00377|1__16|SGB89725
SRR33750959.6469494__1.6383865	UniClust90_EJAHAFID01041|7__11|SGB130007
SRR33750959.6469500__1.6383871	UniClust90_FNPCGKEP04476|1__3|SGB84078
SRR33750959.6469515__1.6383886	UniRef90_A0A0R3KMM6|1__14|SGB11346
SRR33750959.6469742__1.6384109	UniClust90_EPIHKEPD00035|1__10|SGB108590
SRR33750959.6469744__1.6384111	UniClust90_EPIHKEPD00035|1__10|SGB108590
SRR33750959.6470460__1.6384813	UniClust90_GFFNGEKC01769|1__6|SGB56640
SRR33750959.6470446__1.6384799	UniClust90_FNPCGKEP00283|1__5|SGB84078
SRR33750959.6471477__1.6385809	UniClust90_LLFOFLNB01769|1__6|SGB56638
SRR33750959.6471486__1.6385818	UniClust90_IDPAEINK01080|11__14|SGB89725
SRR33750959.6472283__1.6386604	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750959.6472369__1.6386690	UniClust90_DPJLILCC00219|1__5|SGB89725
SRR33750959.6473146__1.6387458	UniClust90_DPJLILCC00219|1__5|SGB89725
SRR33750959.6473748__1.6388049	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750959.6474709__1.6388997	UniClust90_HGJNCPHJ00274|5__12|SGB125949
SRR33750959.6475014__1.6389295	UniRef90_A0A3D5DKK3|1__6|SGB130007
SRR33750959.6477017__1.6391266	UniClust90_BOKHIPMC00669|1__11|SGB130007
SRR33750959.6477250__1.6391495	UniRef90_A0A2V5RP34|1__6|SGB52719
SRR33750959.6478128__1.6392358	UniRef90_A0A1Q7B5P0|1__4|SGB56640
SRR33750959.6479136__1.6393349	UniClust90_EGGMCINA02568|1__16|SGB131808
SRR33750959.6479261__1.6393469	UniClust90_ONEJNDKA00651|1__7|SGB89423
SRR33750959.6479413__1.6393619	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750959.6479991__1.6394181	UniClust90_LLIEHLNH02010|1__5|SGB130007
SRR33750959.6480283__1.6394469	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750959.6481178__1.6395348	UniClust90_LDOGOBHG00689|1__8|SGB125634
SRR33750959.6481262__1.6395430	UniClust90_ALPEOPJM00469|1__5|SGB84331
SRR33750959.6481435__1.6395600	UniRef90_A0A2V5ZH85|1__5|SGB52714
SRR33750959.6483189__1.6397319	UniClust90_DIBLBONP00999|4__7|SGB84078
SRR33750959.6483233__1.6397363	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750959.6483639__1.6397765	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750959.6483333__1.6397463	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750959.6487612__1.6401673	UniClust90_DLOKBJPP00308|1__6|SGB131913
SRR33750959.6487202__1.6401269	UniClust90_FNPCGKEP04821|1__8|SGB84078
SRR33750959.6488066__1.6402123	UniClust90_IBMDDACE01005|1__16|SGB128778
SRR33750959.6488070__1.6402127	UniClust90_IBMDDACE01005|1__16|SGB128778
SRR33750959.6488157__1.6402213	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750959.6488151__1.6402207	UniClust90_BHLGKCAN02368|1__5|SGB56640
SRR33750959.6489257__1.6403301	UniClust90_EDBNNBOB02138|1__6|SGB56640
SRR33750959.6488541__1.6402593	UniClust90_ALPEOPJM00165|1__7|SGB84331
SRR33750959.6489436__1.6403479	UniClust90_FNPCGKEP00624|1__10|SGB84078
SRR33750959.6490410__1.6404434	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750959.6491784__1.6405791	UniClust90_GJEIHIOJ04062|1__7|SGB122526
SRR33750959.6491798__1.6405804	UniClust90_CKOCNOFC00167|1__4|SGB89423
SRR33750959.6492014__1.6406016	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750959.6492870__1.6406861	UniClust90_PIHLJOEE02764|1__4|SGB84075
SRR33750959.6493145__1.6407130	UniClust90_DODEJPIO02760|1__11|SGB132810
SRR33750959.6495282__1.6409239	UniClust90_DPLIHBNC01179|1__5|SGB89725
SRR33750959.6496317__1.6410260	UniClust90_CHLBPEBB01238|1__4|SGB89725
SRR33750959.6496486__1.6410427	UniClust90_DBBCBONN00767|1__19|SGB126432
SRR33750959.6496881__1.6410816	UniClust90_NOMIGGEC03544|1__20|SGB125949
SRR33750959.6498055__1.6411966	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750959.6500810__1.6414684	UniClust90_LHBKLJGB01555|1__8|SGB133248
SRR33750959.6501697__1.6415555	UniClust90_NOMIGGEC01433|1__12|SGB125949
SRR33750959.6501698__1.6415556	UniClust90_DPJLILCC02461|1__5|SGB89725
SRR33750959.6503259__1.6417093	UniClust90_CCDFKBHD01860|1__8|SGB128677
SRR33750959.6503668__1.6417502	UniClust90_ICJPFPDN02457|1__3|SGB74789
SRR33750959.6503758__1.6417592	UniClust90_GJBLDLDM02199|1__6|SGB89423
SRR33750959.6504450__1.6418276	UniClust90_HGJNCPHJ03568|1__9|SGB125949
SRR33750959.6505352__1.6419169	UniClust90_CEIBDEKO01201|1__15|SGB133121
SRR33750959.6505325__1.6419142	UniClust90_CEIBDEKO01201|1__15|SGB133121
SRR33750959.6506312__1.6420117	UniClust90_LABAAPIE01971|1__7|SGB132245
SRR33750959.6507301__1.6421092	UniClust90_LHDDKOIO01274|1__10|SGB127500
SRR33750959.6507589__1.6421375	UniClust90_OPLEJCPF03755|1__10|SGB125949
SRR33750959.6507832__1.6421614	UniClust90_FNPCGKEP03897|2__6|SGB84078
SRR33750959.6509192__1.6422953	UniClust90_GEHFPKBH00688|1__7|SGB84075
SRR33750959.6510313__1.6424051	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750959.6512066__1.6425781	UniClust90_FNPCGKEP03897|2__6|SGB84078
SRR33750959.6513342__1.6427032	UniRef90_A0A1Q7BK78|1__6|SGB56640
SRR33750959.6514535__1.6428209	UniClust90_OBEJBAOE03088|1__15|SGB128218
SRR33750959.6518469__1.6432089	UniClust90_LFKEICEB02237|1__12|SGB24060
SRR33750959.6518487__1.6432106	UniClust90_LFKEICEB02237|1__12|SGB24060
SRR33750959.6518944__1.6432555	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750959.6519240__1.6432843	UniClust90_HNBLJKFC01396|6__15|SGB128778
SRR33750959.6521562__1.6435131	UniClust90_EJFOFLBH02108|1__7|SGB133091
SRR33750959.6523266__1.6436805	UniRef90_A0A1Q7BT41|1__13|SGB56640
SRR33750959.6524542__1.6438055	UniClust90_IBNNDEFK01535|1__10|SGB89408
SRR33750959.6525853__1.6439349	UniClust90_BOKHIPMC02014|1__6|SGB130007
SRR33750959.6526829__1.6440299	UniRef90_A0A0V8IZZ1|1__6|SGB8287
SRR33750959.6528592__1.6442039	UniClust90_LJMOGHMP02002|1__12|SGB128778
SRR33750959.6528634__1.6442081	UniClust90_PIHLJOEE01086|1__5|SGB84075
SRR33750959.6529529__1.6442961	UniClust90_GJEIHIOJ00691|1__11|SGB122526
SRR33750959.6529233__1.6442668	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750959.6530521__1.6443938	UniRef90_A0A1Q7J6B9|1__4|SGB84075
SRR33750959.6531619__1.6445014	UniRef90_A0A1Q7J6B9|1__4|SGB84075
SRR33750959.6532049__1.6445437	UniClust90_DPLIHBNC01510|1__8|SGB89725
SRR33750959.6532132__1.6445519	UniClust90_GFHGLNMO01431|1__4|SGB133091
SRR33750959.6533537__1.6446904	UniRef90_A0A1Q7BFU4|1__5|SGB56640
SRR33750959.6535802__1.6449143	UniClust90_PPDCKKGL01275|1__6|SGB133090
SRR33750959.6535853__1.6449192	UniClust90_PEODAMJP00709|1__11|SGB128471
SRR33750959.6536013__1.6449350	UniClust90_GJEIHIOJ02339|1__7|SGB122526
SRR33750959.6536264__1.6449598	UniClust90_MEABCEIN00732|1__4|SGB84078
SRR33750959.6537124__1.6450450	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750959.6538938__1.6452238	UniClust90_ODIECPCH02867|1__5|SGB89410
SRR33750959.6539184__1.6452480	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750959.6539187__1.6452483	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750959.6539587__1.6452880	UniClust90_ANDLCEDJ00505|2__6|SGB133091
SRR33750959.6540189__1.6453478	UniClust90_BOKHIPMC00991|1__5|SGB130007
SRR33750959.6540729__1.6454007	UniClust90_BGMDAEJF02021|1__12|SGB122526
SRR33750959.6540270__1.6453558	UniClust90_BOKHIPMC00991|1__5|SGB130007
SRR33750959.6541077__1.6454350	UniClust90_PIHLJOEE02377|1__7|SGB84075
SRR33750959.6541055__1.6454328	UniClust90_IIGDGJIK02204|1__23|SGB71239
SRR33750959.6541978__1.6455238	UniClust90_NHHHKJJE03336|1__11|SGB125949
