SRR33750935.444__1.436	UniClust90_ICLCAGBO00366|1__6|SGB131913
SRR33750935.1709646__1.1685858	UniClust90_CDCDKIIJ00249|1__9|SGB84331
SRR33750935.1709653__1.1685865	UniClust90_IBMDDACE01553|1__7|SGB128778
SRR33750935.1710674__1.1686878	UniClust90_ODIECPCH03517|5__17|SGB89410
SRR33750935.1710735__1.1686939	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750935.1712678__1.1688866	UniClust90_DPLIHBNC00378|1__6|SGB89725
SRR33750935.1713356__1.1689539	UniClust90_CHMIEHDJ04510|1__7|SGB56640
SRR33750935.1714305__1.1690477	UniClust90_DANEOINA01087|1__12|SGB128178
SRR33750935.1714599__1.1690769	UniClust90_EDNFDLAG01057|1__6|SGB84078
SRR33750935.1714889__1.1691058	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750935.1715738__1.1691899	UniClust90_FNPCGKEP01519|1__5|SGB84078
SRR33750935.1717028__1.1693177	UniClust90_NHHHKJJE03506|1__9|SGB125949
SRR33750935.1719268__1.1695404	UniRef90_A0A2V5QL08|1__6|SGB52719
SRR33750935.1720783__1.1696909	UniClust90_OJGLOKOM03174|1__6|SGB84075
SRR33750935.1721192__1.1697316	UniClust90_CAGCLOCO00566|4__8|SGB89423
SRR33750935.1721601__1.1697720	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750935.1722431__1.1698543	UniClust90_ICJPFPDN01450|1__3|SGB74789
SRR33750935.1722601__1.1698709	UniClust90_ICLCAGBO00464|1__8|SGB131913
SRR33750935.1723531__1.1699627	UniClust90_IDGBLNLP02466|1__14|SGB132424
SRR33750935.1723874__1.1699966	UniClust90_IABCABEO00418|1__4|SGB74789
SRR33750935.1723893__1.1699983	UniClust90_CJJELLGD00319|1__6|SGB84331
SRR33750935.1724292__1.1700376	UniClust90_DPLIHBNC00503|1__3|SGB89725
SRR33750935.1726088__1.1702153	UniClust90_GHPINBAM00873|1__8|SGB84331
SRR33750935.1726100__1.1702164	UniClust90_OPOPMBLP06498|6__14|SGB94062
SRR33750935.1726534__1.1702595	UniClust90_FNPCGKEP04598|3__9|SGB84078
SRR33750935.1727981__1.1704031	UniClust90_DPLIHBNC00378|1__6|SGB89725
SRR33750935.1728036__1.1704086	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750935.1730314__1.1706339	UniClust90_PMIPAOFH02100|1__7|SGB89410
SRR33750935.1731515__1.1707531	UniClust90_IBNNDEFK04855|1__7|SGB89408
SRR33750935.1731704__1.1707717	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750935.1732089__1.1708099	UniClust90_EJFOFLBH01963|4__8|SGB133091
SRR33750935.1733605__1.1709597	UniRef90_A0A3D5DSM3|1__7|SGB130007
SRR33750935.1735447__1.1711418	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750935.1736582__1.1712543	UniClust90_GBLMBOPO00547|2__5|SGB133090
SRR33750935.1739183__1.1715125	UniClust90_HGJNCPHJ03629|1__11|SGB125949
SRR33750935.1739296__1.1715238	UniClust90_PBFDPDKB07208|1__16|SGB135184
SRR33750935.1739826__1.1715760	UniRef90_A0A2V6V430|4__7|SGB73551
SRR33750935.1745521__1.1721398	UniClust90_EOFGAKMC00614|1__5|SGB84075
SRR33750935.1746472__1.1722334	UniRef90_UPI00047FE665|1__11|SGB31990
SRR33750935.1747622__1.1723468	UniClust90_EMAEKJAG02289|1__13|SGB128987
SRR33750935.1748725__1.1724561	UniClust90_GEHFPKBH00332|1__6|SGB84075
SRR33750935.1748796__1.1724630	UniClust90_GEHFPKBH00332|1__6|SGB84075
SRR33750935.1751767__1.1727571	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750935.1753723__1.1729501	UniClust90_JMFJJCJA01964|1__6|SGB130007
SRR33750935.1754975__1.1730742	UniClust90_MDONDNCB00539|1__4|SGB74789
SRR33750935.1755034__1.1730800	UniClust90_DPLIHBNC00783|7__12|SGB89725
SRR33750935.1755786__1.1731542	UniClust90_HDGMGAGN01775|1__5|SGB74789
SRR33750935.1755868__1.1731623	UniClust90_NMMEDCHE00382|2__8|SGB89423
SRR33750935.1756014__1.1731767	UniRef90_A0A1Q7BMJ0|2__5|SGB56640
SRR33750935.1756254__1.1732004	UniClust90_HJKNIEHA02993|3__8|SGB89408
SRR33750935.1756844__1.1732587	UniClust90_IMMCPGKG00868|1__8|SGB128778
SRR33750935.1758144__1.1733874	UniClust90_DJBDGBNB01957|1__6|SGB89725
SRR33750935.1758848__1.1734571	UniClust90_EHFFKAJJ01204|1__7|SGB74780
SRR33750935.1758949__1.1734672	UniRef90_A0A2V5M5A1|1__20|SGB52717
SRR33750935.1759806__1.1735520	UniClust90_FGJPHCGC00467|1__18|SGB154097
SRR33750935.1761016__1.1736710	UniRef90_A0A2V8A7K5|1__6|SGB24079
SRR33750935.1761170__1.1736862	UniClust90_PPJAIDOO03506|1__6|SGB84075
SRR33750935.1762755__1.1738431	UniClust90_DAODNPOA00628|1__4|SGB89725
SRR33750935.1763663__1.1739333	UniClust90_EAHOGDEJ00893|4__9|SGB131926
SRR33750935.1766420__1.1742052	UniRef90_UPI0004BEC1DC|1__15|SGB34400
SRR33750935.1771806__1.1747337	UniRef90_A0A0R3N0T5|1__8|SGB11343
SRR33750935.1773235__1.1748732	UniRef90_A0A1Q7B865|1__5|SGB56640
SRR33750935.1773687__1.1749173	UniClust90_NOMIGGEC00036|1__12|SGB125949
SRR33750935.1773534__1.1749026	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750935.1773547__1.1749038	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750935.1775361__1.1750812	UniClust90_DMCDKPDB00905|1__7|SGB89423
SRR33750935.1774951__1.1750410	UniClust90_NOMIGGEC01489|1__8|SGB125949
SRR33750935.1775765__1.1751210	UniClust90_KDNIELLA07501|1__10|SGB184482
SRR33750935.1780417__1.1755782	UniClust90_CHMIEHDJ03029|1__8|SGB56640
SRR33750935.1780498__1.1755862	UniClust90_ALPEOPJM00314|1__7|SGB84331
SRR33750935.1780673__1.1756033	UniClust90_OPLEJCPF01349|1__11|SGB125949
SRR33750935.1781967__1.1757301	UniClust90_EMAEKJAG02289|1__13|SGB128987
SRR33750935.1783105__1.1758414	UniClust90_OALLKAFI02532|1__6|SGB84078
SRR33750935.1784114__1.1759402	UniClust90_AGJDNOHG01547|1__5|SGB89423
SRR33750935.1785803__1.1761063	UniClust90_BKEMCFBC00803|1__5|SGB131913
SRR33750935.1788678__1.1763880	UniClust90_NOMIGGEC00876|1__9|SGB125949
SRR33750935.1789810__1.1764987	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750935.1790616__1.1765782	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750935.1790934__1.1766097	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.1792440__1.1767573	UniClust90_DIBLBONP01299|1__8|SGB84078
SRR33750935.1792722__1.1767847	UniClust90_NHHHKJJE03544|1__9|SGB125949
SRR33750935.1794833__1.1769932	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750935.1795533__1.1770622	UniClust90_OPLEJCPF01349|1__11|SGB125949
SRR33750935.1795489__1.1770578	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750935.1795697__1.1770782	UniClust90_LLIEHLNH02566|1__7|SGB130007
SRR33750935.1795279__1.1770371	UniClust90_OPLEJCPF02044|4__15|SGB125949
SRR33750935.1796416__1.1771476	UniClust90_OPLEJCPF02167|1__8|SGB125949
SRR33750935.1797253__1.1772297	UniClust90_ANKLIGBF01736|1__9|SGB133334
SRR33750935.1798487__1.1773506	UniClust90_IINBCADG00470|2__6|SGB74789
SRR33750935.1798495__1.1773514	UniClust90_IINBCADG00470|2__6|SGB74789
SRR33750935.1799022__1.1774029	UniClust90_HNBLJKFC02207|1__9|SGB128778
SRR33750935.1799355__1.1774356	UniClust90_DIBLBONP01299|1__8|SGB84078
SRR33750935.1799808__1.1774797	UniClust90_PLNJEBMN01753|7__10|SGB133091
SRR33750935.1800364__1.1775339	UniClust90_OPLEJCPF02170|1__10|SGB125949
SRR33750935.1801227__1.1776185	UniRef90_A0A2V6JVX4|1__8|SGB52719
SRR33750935.1801282__1.1776240	UniClust90_NOMIGGEC04447|1__10|SGB125949
SRR33750935.1801326__1.1776284	UniClust90_KIHGAKFE00895|1__8|SGB128778
SRR33750935.1803587__1.1778506	UniClust90_OALLKAFI02340|4__8|SGB84078
SRR33750935.1803786__1.1778702	UniClust90_DIBLBONP01365|5__8|SGB84078
SRR33750935.1803789__1.1778705	UniClust90_DIBLBONP01365|5__8|SGB84078
SRR33750935.1804260__1.1779170	UniClust90_PLNJEBMN00336|1__6|SGB133091
SRR33750935.1804440__1.1779345	UniClust90_JMFJJCJA05802|1__6|SGB130007
SRR33750935.1805627__1.1780508	UniClust90_JMFJJCJA05802|1__6|SGB130007
SRR33750935.1806238__1.1781103	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750935.1806585__1.1781447	UniClust90_EJFOFLBH00638|1__12|SGB133091
SRR33750935.1806772__1.1781632	UniClust90_OOJDGJFL02098|1__5|SGB74789
SRR33750935.1807562__1.1782400	UniRef90_A0A2V6B436|1__7|SGB52730
SRR33750935.1808831__1.1783651	UniClust90_OCJAPFEA03243|1__10|SGB125949
SRR33750935.1809156__1.1783968	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750935.1812363__1.1787120	UniClust90_HNBLJKFC02208|1__12|SGB128778
SRR33750935.1813996__1.1788723	UniRef90_A0A2V6I9X9|1__6|SGB52710
SRR33750935.1814078__1.1788803	UniClust90_IOFPBIHC00363|10__14|SGB130007
SRR33750935.1814387__1.1789107	UniClust90_IPBGJNGD03291|1__11|SGB89408
SRR33750935.1815074__1.1789780	UniClust90_JNDADBEG02163|1__15|SGB87826
SRR33750935.1815361__1.1790061	UniClust90_IPBGJNGD03291|1__11|SGB89408
SRR33750935.1815271__1.1789973	UniClust90_AOMEFECO01623|2__6|SGB133090
SRR33750935.1815049__1.1789755	UniClust90_BDGBANDJ03427|1__8|SGB127159
SRR33750935.1815051__1.1789757	UniClust90_BDGBANDJ03427|1__8|SGB127159
SRR33750935.1816432__1.1791112	UniClust90_DPJLILCC01896|1__9|SGB89725
SRR33750935.1817630__1.1792290	UniClust90_ADGGMJFC00353|1__11|SGB74789
SRR33750935.1818414__1.1793063	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750935.1819930__1.1794552	UniClust90_IBMDDACE01007|1__8|SGB128778
SRR33750935.1820101__1.1794718	UniClust90_GIDCBJMF00425|2__13|SGB134112
SRR33750935.1820112__1.1794729	UniClust90_GIDCBJMF00425|2__13|SGB134112
SRR33750935.1820893__1.1795501	UniClust90_EDNFDLAG00955|2__6|SGB84078
SRR33750935.1822340__1.1796914	UniClust90_FLNKICFJ02831|1__9|SGB86634
SRR33750935.1824351__1.1798894	UniClust90_EDNFDLAG02265|1__12|SGB84078
SRR33750935.1824409__1.1798950	UniClust90_OPLEJCPF02982|1__12|SGB125949
SRR33750935.1824423__1.1798964	UniClust90_OPLEJCPF02982|1__12|SGB125949
SRR33750935.1825613__1.1800127	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750935.1825752__1.1800265	UniClust90_ACDABMLJ01009|1__8|SGB133090
SRR33750935.1826442__1.1800934	UniClust90_IOFPBIHC00529|1__6|SGB130007
SRR33750935.1827105__1.1801585	UniRef90_A0A2V6HPP0|1__4|SGB52720
SRR33750935.1827079__1.1801559	UniRef90_A0A2V6HPP0|1__4|SGB52720
SRR33750935.1830006__1.1804445	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750935.1829741__1.1804186	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750935.1830391__1.1804824	UniClust90_GMEAMNGB00538|1__22|SGB134112
SRR33750935.1830428__1.1804860	UniClust90_AOMEFECO00720|1__6|SGB133090
SRR33750935.1831794__1.1806205	UniClust90_NOMIGGEC01874|1__9|SGB125949
SRR33750935.1832678__1.1807079	UniClust90_DPLIHBNC00540|1__6|SGB89725
SRR33750935.1834040__1.1808420	UniClust90_OPFCPGGL00090|1__3|SGB89423
SRR33750935.1833606__1.1807989	UniRef90_A0A1Q7BMJ0|2__5|SGB56640
SRR33750935.1834549__1.1808921	UniClust90_CJJELLGD01899|1__10|SGB84331
SRR33750935.1835298__1.1809653	UniClust90_OJFAJFEC00285|1__4|SGB89423
SRR33750935.1835302__1.1809657	UniClust90_PKMOJOJK04356|1__4|SGB84078
SRR33750935.1836593__1.1810930	UniClust90_EDNFDLAG01057|1__6|SGB84078
SRR33750935.1836736__1.1811072	UniClust90_EDNFDLAG01057|1__6|SGB84078
SRR33750935.1837512__1.1811837	UniClust90_IOFPBIHC01724|1__6|SGB130007
SRR33750935.1839256__1.1813556	UniClust90_LGJBDPMI01626|1__3|SGB133334
SRR33750935.1841418__1.1815696	UniClust90_CGDFKCNI02603|1__4|SGB74789
SRR33750935.1840916__1.1815198	UniClust90_BLCHLCBI00849|1__4|SGB133090
SRR33750935.1841722__1.1815994	UniClust90_ECOFPDDJ00117|1__4|SGB89423
SRR33750935.1843143__1.1817407	UniClust90_IDPAEINK01080|11__14|SGB89725
SRR33750935.1843428__1.1817689	UniClust90_EDNFDLAG00834|1__5|SGB84078
SRR33750935.1844972__1.1819206	UniClust90_OPLEJCPF02170|1__10|SGB125949
SRR33750935.1845271__1.1819499	UniClust90_KMEALJDO02085|1__7|SGB84078
SRR33750935.1847095__1.1821298	UniClust90_AKLCOACP01800|1__10|SGB129766
SRR33750935.1847145__1.1821348	UniClust90_EHFFKAJJ05764|2__6|SGB74780
SRR33750935.1848647__1.1822828	UniClust90_HGJNCPHJ00274|5__12|SGB125949
SRR33750935.1848903__1.1823082	UniClust90_KIHGAKFE03063|1__8|SGB128778
SRR33750935.1849030__1.1823207	UniClust90_ICLCAGBO00679|1__9|SGB131913
SRR33750935.1850472__1.1824623	UniClust90_IDKECNGD01292|1__5|SGB74789
SRR33750935.1850460__1.1824612	UniClust90_LLEBNNCN01690|3__6|SGB130045
SRR33750935.1851280__1.1825417	UniClust90_FOJGPGMP00843|1__6|SGB133334
SRR33750935.1850827__1.1824972	UniClust90_DIBLBONP01456|1__7|SGB84078
SRR33750935.1852392__1.1826518	UniClust90_CGHAKFKK00777|1__8|SGB74789
SRR33750935.1852665__1.1826783	UniClust90_BOKHIPMC05973|1__9|SGB130007
SRR33750935.1852565__1.1826687	UniClust90_HMPPKHGP01909|2__5|SGB133091
SRR33750935.1853979__1.1828077	UniClust90_JHNMEHIJ02458|1__5|SGB56640
SRR33750935.1854064__1.1828159	UniClust90_JHNMEHIJ02458|1__5|SGB56640
SRR33750935.1855699__1.1829770	UniClust90_KIHGAKFE00962|1__8|SGB128778
SRR33750935.1856251__1.1830313	UniClust90_OFJJKHAK02843|1__6|SGB84078
SRR33750935.1857086__1.1831137	UniClust90_MEABCEIN01476|1__16|SGB84078
SRR33750935.1858518__1.1832554	UniClust90_JKONEDMA00207|1__6|SGB130007
SRR33750935.1858646__1.1832679	UniClust90_IDPADLEE02074|1__20|SGB184368
SRR33750935.1859400__1.1833422	UniClust90_EJAHAFID04236|1__5|SGB130007
SRR33750935.1859678__1.1833698	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750935.1862044__1.1836022	UniClust90_JMFJJCJA00751|1__6|SGB130007
SRR33750935.1862906__1.1836873	UniClust90_EJAHAFID02924|1__9|SGB130007
SRR33750935.1864591__1.1838537	UniClust90_CLKOHAKG00546|1__5|SGB74789
SRR33750935.1864893__1.1838832	UniRef90_A0A0R3NDZ0|1__9|SGB11343
SRR33750935.1864956__1.1838894	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750935.1865054__1.1838991	UniClust90_BOKHIPMC00669|1__11|SGB130007
SRR33750935.1866394__1.1840314	UniRef90_A0A2V5LLS4|1__8|SGB52719
SRR33750935.1866216__1.1840137	UniClust90_ODALAGMH01641|1__9|SGB89423
SRR33750935.1866877__1.1840792	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750935.1867044__1.1840957	UniClust90_NIILFFCI00717|1__4|SGB89423
SRR33750935.1867101__1.1841013	UniClust90_NIILFFCI00717|1__4|SGB89423
SRR33750935.1869677__1.1843544	UniClust90_EDBNNBOB01006|1__3|SGB56640
SRR33750935.1870369__1.1844231	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750935.1870276__1.1844139	UniClust90_PIHLJOEE04722|1__6|SGB84075
SRR33750935.1871331__1.1845181	UniClust90_ECOHMLGB01426|1__5|SGB56640
SRR33750935.1871463__1.1845310	UniClust90_GEHENAAJ00966|1__9|SGB74789
SRR33750935.1870382__1.1844244	UniClust90_ALADKHLP00246|1__4|SGB89423
SRR33750935.1872333__1.1846156	UniClust90_PICJGFGP01662|5__8|SGB89423
SRR33750935.1876779__1.1850536	UniClust90_DLOKBJPP00081|1__8|SGB131913
SRR33750935.1877758__1.1851502	UniClust90_OFAOLBLC02560|1__5|SGB131926
SRR33750935.1879565__1.1853285	UniClust90_DAODNPOA01891|1__8|SGB89725
SRR33750935.1880740__1.1854449	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750935.1881063__1.1854768	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750935.1880369__1.1854082	UniClust90_MOPOFHCP01213|1__7|SGB89408
SRR33750935.1881148__1.1854853	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750935.1881643__1.1855342	UniClust90_IBMDDACE01005|1__16|SGB128778
SRR33750935.1883459__1.1857134	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750935.1883649__1.1857323	UniClust90_PKMOJOJK03224|1__5|SGB84078
SRR33750935.1884260__1.1857925	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.1884272__1.1857937	UniClust90_GEHFPKBH04296|1__4|SGB84075
SRR33750935.1883950__1.1857620	UniClust90_FNPCGKEP00327|4__9|SGB84078
SRR33750935.1885471__1.1859110	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750935.1885725__1.1859360	UniClust90_GMEAMNGB02583|1__12|SGB134112
SRR33750935.1885907__1.1859537	UniRef90_A0A1Q8B6F9|1__6|SGB17587
SRR33750935.1885984__1.1859613	UniClust90_KPGCMLFP03264|1__7|SGB89408
SRR33750935.1886901__1.1860515	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750935.1887569__1.1861176	UniRef90_A0A2V5RLM0|2__6|SGB52719
SRR33750935.1888424__1.1862025	UniClust90_EDNFDLAG00956|1__10|SGB84078
SRR33750935.1888832__1.1862424	UniClust90_FNPCGKEP04026|1__4|SGB84078
SRR33750935.1889461__1.1863043	UniClust90_JMFJJCJA03369|1__6|SGB130007
SRR33750935.1889976__1.1863551	UniClust90_PFBNAPOO01310|1__6|SGB89423
SRR33750935.1890104__1.1863678	UniClust90_HGJNCPHJ03635|1__9|SGB125949
SRR33750935.1891070__1.1864628	UniClust90_HGAMACDH02083|1__7|SGB128778
SRR33750935.1891172__1.1864730	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750935.1891605__1.1865160	UniClust90_IPBGJNGD03045|1__7|SGB89408
SRR33750935.1892387__1.1865928	UniClust90_CMHDMJOM03219|1__5|SGB56640
SRR33750935.1892622__1.1866161	UniClust90_FKAEHBFM00381|1__8|SGB74789
SRR33750935.1893744__1.1867261	UniClust90_CKIMIKLI02990|1__14|SGB133129
SRR33750935.1894621__1.1868123	UniClust90_LLIEHLNH01494|1__6|SGB130007
SRR33750935.1897187__1.1870659	UniClust90_GBLMBOPO00279|16__19|SGB133090
SRR33750935.1897165__1.1870637	UniClust90_PKMOJOJK01016|1__6|SGB84078
SRR33750935.1897935__1.1871389	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750935.1898330__1.1871778	UniClust90_FNPCGKEP00330|4__8|SGB84078
SRR33750935.1898996__1.1872435	UniClust90_GGGPMLIG01720|1__6|SGB89422
SRR33750935.1901769__1.1875177	UniClust90_JBMBCDML00318|1__3|SGB89725
SRR33750935.1902248__1.1875649	UniClust90_PPJAIDOO00039|1__7|SGB84075
SRR33750935.1904480__1.1877853	UniClust90_LCIBFGAE01469|1__15|SGB127159
SRR33750935.1904858__1.1878221	UniClust90_AOMEFECO01623|2__6|SGB133090
SRR33750935.1904868__1.1878231	UniClust90_DEDANGKC01107|1__12|SGB52710
SRR33750935.1904870__1.1878233	UniClust90_AOMEFECO01623|2__6|SGB133090
SRR33750935.1904772__1.1878136	UniClust90_OPLEJCPF04794|1__13|SGB125949
SRR33750935.1906584__1.1879920	UniClust90_LLIEHLNH01378|1__5|SGB130007
SRR33750935.1907107__1.1880438	UniClust90_HJKNIEHA03365|1__10|SGB89408
SRR33750935.1906822__1.1880156	UniRef90_A0A2V5YVG6|1__9|SGB52714
SRR33750935.1907272__1.1880598	UniClust90_NECMKPAF03062|1__7|SGB89408
SRR33750935.1908323__1.1881630	UniClust90_INNLFMKA00690|1__6|SGB122683
SRR33750935.1910070__1.1883346	UniClust90_DPJLILCC00535|1__15|SGB89725
SRR33750935.1910672__1.1883938	UniClust90_ECOHMLGB02481|4__7|SGB56640
SRR33750935.1910660__1.1883926	UniClust90_ECOHMLGB02481|4__7|SGB56640
SRR33750935.1911191__1.1884439	UniClust90_DPJLILCC01931|1__5|SGB89725
SRR33750935.1910976__1.1884230	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750935.1911663__1.1884905	UniClust90_HIBDPJBA00720|1__4|SGB131926
SRR33750935.1912258__1.1885493	UniClust90_DPJLILCC01931|1__5|SGB89725
SRR33750935.1914529__1.1887738	UniClust90_PEMFFBNE01095|1__4|SGB74789
SRR33750935.1915331__1.1888536	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750935.1916011__1.1889204	UniClust90_IFHFCMJI01252|1__6|SGB125699
SRR33750935.1916158__1.1889348	UniRef90_A0A2V5R3D6|1__12|SGB52719
SRR33750935.1916206__1.1889395	UniClust90_GIDCBJMF00799|1__6|SGB134112
SRR33750935.1917255__1.1890428	UniClust90_DHFBAFBN00438|1__10|SGB133121
SRR33750935.1918100__1.1891266	UniClust90_IJHKGIGD00338|1__16|SGB128471
SRR33750935.1918407__1.1891570	UniClust90_GEHFPKBH01623|1__5|SGB84075
SRR33750935.1920991__1.1894119	UniClust90_EJAHAFID02739|1__11|SGB130007
SRR33750935.1921558__1.1894677	UniClust90_EAKADGJF00725|1__8|SGB131926
SRR33750935.1923611__1.1896702	UniClust90_ECOHMLGB00750|1__11|SGB56640
SRR33750935.1923690__1.1896779	UniClust90_EKCLMAKM04922|10__23|SGB89408
SRR33750935.1925660__1.1898727	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750935.1925759__1.1898824	UniClust90_BGDHDLNA03258|1__14|SGB84075
SRR33750935.1926571__1.1899624	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750935.1927616__1.1900658	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750935.1929474__1.1902494	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750935.1931766__1.1904751	UniClust90_NECMKPAF02114|1__23|SGB89408
SRR33750935.1931886__1.1904870	UniRef90_A0A2V6TS93|1__5|SGB131913
SRR33750935.1932613__1.1905585	UniClust90_BOKHIPMC05186|1__5|SGB130007
SRR33750935.1935040__1.1907970	UniClust90_IABCABEO00418|1__4|SGB74789
SRR33750935.1935960__1.1908880	UniRef90_A0A1F2TWD4|1__19|SGB173243
SRR33750935.1936471__1.1909385	UniClust90_GMEAMNGB00937|1__7|SGB134112
SRR33750935.1938839__1.1911732	UniClust90_IDPAEINK01984|1__13|SGB89725
SRR33750935.1939556__1.1912439	UniClust90_IGKPANEM01399|1__13|SGB128987
SRR33750935.1940022__1.1912899	UniClust90_KIHGAKFE00601|1__10|SGB128778
SRR33750935.1940289__1.1913162	UniClust90_OCCAFAEL00099|1__5|SGB74789
SRR33750935.1940260__1.1913133	UniClust90_OCCAFAEL00099|1__5|SGB74789
SRR33750935.1940818__1.1913680	UniClust90_EDJDNCNJ02444|1__19|SGB93376
SRR33750935.1940870__1.1913731	UniClust90_ICLCAGBO02984|1__5|SGB131913
SRR33750935.1940872__1.1913733	UniClust90_ICLCAGBO02984|1__5|SGB131913
SRR33750935.1940661__1.1913531	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750935.1942021__1.1914864	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750935.1942956__1.1915785	UniClust90_OKAHMNHB00499|1__3|SGB74789
SRR33750935.1942594__1.1915426	UniClust90_OALLKAFI01964|1__7|SGB84078
SRR33750935.1943805__1.1916623	UniClust90_DPJLILCC00136|1__18|SGB89725
SRR33750935.1944004__1.1916821	UniClust90_BGDHDLNA01952|1__4|SGB84075
SRR33750935.1944914__1.1917720	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750935.1946954__1.1919738	UniClust90_PLNJEBMN00829|1__6|SGB133091
SRR33750935.1946926__1.1919710	UniClust90_NHHHKJJE03539|1__8|SGB125949
SRR33750935.1947130__1.1919913	UniClust90_EHKFGODG01700|1__9|SGB134112
SRR33750935.1946824__1.1919609	UniClust90_OOJDGJFL01859|1__5|SGB74789
SRR33750935.1948499__1.1921269	UniRef90_A0A1C6QRT9|1__11|SGB12767
SRR33750935.1949510__1.1922268	UniRef90_A0A1Q7BHY3|7__13|SGB73517
SRR33750935.1951156__1.1923894	UniClust90_OFJJKHAK01406|1__3|SGB84078
SRR33750935.1952737__1.1925458	UniClust90_OCJAPFEA02165|1__9|SGB125949
SRR33750935.1952875__1.1925596	UniClust90_NHHHKJJE01013|1__8|SGB125949
SRR33750935.1954094__1.1926801	UniClust90_IOFPBIHC02500|1__7|SGB130007
SRR33750935.1952976__1.1925696	UniClust90_HGJNCPHJ03635|1__9|SGB125949
SRR33750935.1954068__1.1926776	UniClust90_OJFAJFEC00252|1__6|SGB89423
SRR33750935.1955167__1.1927861	UniClust90_FNPCGKEP00327|4__9|SGB84078
SRR33750935.1956678__1.1929348	UniClust90_CJJELLGD00318|1__6|SGB84331
SRR33750935.1956866__1.1929535	UniClust90_OFJJKHAK02843|1__6|SGB84078
SRR33750935.1957154__1.1929821	UniClust90_KNJILHKM01291|6__10|SGB132462
SRR33750935.1957503__1.1930166	UniClust90_JBMBCDML02521|1__6|SGB89725
SRR33750935.1958875__1.1931519	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750935.1959045__1.1931688	UniClust90_EJACLGKJ00517|1__11|SGB133209
SRR33750935.1959090__1.1931733	UniClust90_OPLEJCPF00852|1__10|SGB125949
SRR33750935.1959118__1.1931760	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750935.1959498__1.1932139	UniClust90_KIMNEABG03067|1__12|SGB131913
SRR33750935.1960271__1.1932903	UniClust90_MKPDLIIB02526|1__8|SGB131913
SRR33750935.1961643__1.1934260	UniClust90_HMPPKHGP00911|9__13|SGB133091
SRR33750935.1961659__1.1934276	UniClust90_EJAHAFID02739|1__11|SGB130007
SRR33750935.1964982__1.1937563	UniClust90_DAODNPOA00254|8__15|SGB89725
SRR33750935.1965015__1.1937595	UniClust90_LLIEHLNH02640|1__5|SGB130007
SRR33750935.1970780__1.1943290	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750935.1970976__1.1943484	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750935.1970989__1.1943497	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750935.1971361__1.1943863	UniClust90_HJKNIEHA03220|1__8|SGB89408
